review_date,review_title,review_comment,review_rating
18 June 2022,One of my favorite movies,I really like this movie a lot After reading all the negative reviews I was expecting it to be very bad but I found it to be inmmensely enjoyable mostly due its light hearted tone I also love how the main character it s a angry little guy instead of a wimpy spineless loser with an stoic dad that doesn t understand him I m really tired of that annoying formula It was okay in Cloudy with Chance of Meatballs but it really ruined my enjoyment of movies like How to Train your Dragon And the visuals are very nice since its has its own identity instead of trying to be a second rate Pixar knock off Unlike other animated movies filled with cheesy melodrama this movie doesn t take itself way too seriously and that works in its favor The idea of art needing to be angsty to be good is honestly very limiting Sometimes it s nice to have a movie with a fun plot which makes you laugh,10
15 May 2016,Beautiful CGI does NOT make up for the poor story...,I gotta say one thing Rovio did a GREAT job animating this movie The animation is smooth and absolutely breathtaking at times Bravo Rovio I can give you a few points for this However then there s the story and then you realize what this movie is based off of Yeah it kinda sucks I won t spoil anything too big but the film is extremely boring and the plot is simply misfit bird finds other misfit birds and they team up to defeat an evil green pig who has no development and is simply evil This guy was supposed to be like Galaxar from Monsters be Aliens wants to take over something but is kind of incompetent and is supposed to be funny I admit a couple times he can be funny but overall he is very flat and after a while he drove me crazy Also they kind of released this movie late Who do you know has Angry Birds of their phones or tablets It s in the past like Bitstrips and did not deserve a movie since well the game is just bird knocking down green pigs Yeah Real depth story telling going on here However I personally think you can make a movie based off of anything I think Rovio focused too much on the and the animation instead of the story kind of like Hayao Miyazaki s Howl s Moving Castle which is a total shame It had some potential I think Rovio after this should hire better script writers and start making movies instead of games Seriously their animation is beautiful I can imagine themselves teaming up with Pixar or Dreamworks someday Also the minion pigs in this movie are obviously Despicable Me Minion wannabes Sorry Rovio you didn t hide that too well,3
14 July 2020,What was the point?,The voice cast do their utter best to make this work and you can tell the screenwriters were trying to string some kind of interesting narrative together here but alas there is virtually nothing about this film worth any amount of praise or note After the inciting incident of the pigs invading the bird island the plot falls to pieces because that is all that happens in the app it s based on There s no conclusion to the app just level after level of the same thing which is what this film feels like scene after scene of the same filler nonsense because there simply isn t anything else for the characters to do A pointless waste of time,3
31 May 2016,Not worth $20 for 2 adults and 1 child at the drive-in,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,4
9 June 2016,Some very rude adult humor,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,1
22 March 2022,"Not the worst, but not the best either",There have been many video game adaptions Some good Street Fighter Assassin s Fist and Mortal Kombat there have been some bad Super Mario Bros and Street Fighter 1994 How does Angry Birds compare to these Well Angry Birds is not a terrible movie entirely But it s not the best video game adaptation either The casting of this movie is pretty spot on Josh Gad plays Chuck well Peter Dinklage somehow voices Mighty Eagle well Even Jason Sudekis does a good Red The character designs are noteworthy and the protagonists are the three most popular birds in the franchise That s good The bad stuff about it is the minor gripes I didn t like the crude humor in the film It s only because in my opinion Angry Birds is an adaptation for all ages Having a pig dance seductively while having toilet plungers on his chest like a bikini top is over the top Also that pee joke was different It wasn t funny Most of the jokes are not funny in the movie but some of them do land a good impression Angry Birds is not the worst video game adaptation But it tries more than others we got in the past and get now It s a simple fun movie to watch with your kids despite some of the humor From what I hear the second film was better than the first so I will have to check that one out when I get the chance,5
15 August 2016,Just Not Good,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,2
2 June 2016,OK let's get real here. This movie does no justice at all to the original game.,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,5
6 June 2016,Disappointing...,Not funny at all Have been playing angry birds for a quite a long time and was eagerly waiting for this movie but disappointed Maybe it will be popular among toddlers and kindergarten kids because they will laugh based on visual and not on the story line and funny moments Unlike movies like Madagascar Monsters Inc etc where the movies is great for all age groups this movie seems unable to deliver that aspect Some scenes were really predictable where they were trying hard to make a funny scene but rather turns out to be totally amateur story line Disappointed Disappointed Disappointed,3
11 April 2019,"Old CGI Animation,New Age Of Rovio.",Good songs good animation not very good designs plot like the lego movie I do not underestimate his work and spend money on the movie but the movie made Rovio restart the franchise creating games inferior to the original ones Conclusion Decent Movie Boring Modern Games,6
16 May 2016,Not much fun at all,Looking at the preview I didn t expect much but after watching the movie it confirmed what I dreaded the conversations are dry and character development is horrendous The story line is very much predictable and felt forced Even kids come along with parents in great anticipation that crowd the cinema very soon start to get bored It try to lived up to the fun cuteness and cult of the game but seriously the game is so much much more fun and enjoyable This is a forgettable movie even if anyone intend to passes time decently Sorry guys but other animation like Big Hero Six Wreck It Ralph or Jungle Book has set the standard high for animation cartoons nowadays,3
16 January 2022,Birds vs Pigs.,When bird island is visited by pigs they receive a friendly welcome Except from one bird Red who doesn t trust those green porkchops And man was he right,7
15 December 2018,The angry birds are angry (or are they).,Ok this is probably one of the best video game movies to come out in cinemas even though it s called angry birds but I didn t get angry from any of them but apart from that it s great,8
18 July 2016,Unfunny,I was very skeptical when I saw the trailers and after hearing positive things about the Angry Birds movie out of curiosity I watch the film on Putlocker I was disappointed it wasn t as good as some people said it was At some point I thought to myself was it really a good idea to make a movie about an app nobody talked about in about 4 years Now don t get me wrong I have played the app and it was fun at the time but the movie lacked all the fun of the app I found the voice acting insufferable obnoxious I was amazed at how unbelievably unfunny the film was The character designs looked horrible and looked nothing like the games The Mighty Eagle war cry reenactment scene gave me a headache The part where Mighty Eagle took a whiz in the lake dragged on for 40 seconds They tried too hard with innuendos and became really desperate The film was quite racist as they got rid of the pigs for being different to the birds Well off to see Ratchet Clank to wash that bitter taste of this awful movie out of my mouth Who s a pretty stupid film that was just not funny at all,4
28 July 2016,It was good tho,I m not a English speaker sorry for my English This movie personally I seemed very good I watch it with low expectations maybe for that reason it seemed good because my expectation was so low that it overreached but still I like it so much as well I was afraid for being a adaptation of a video game but not was that bad The story was simple there are three main characters Red which have serious problems of angry Chuck He go so fast and is hyperactive and Bomb he can blow up when he get angry they have to join in a great adventure which I don t want to reveal enjoy it I had some problems with the movie the first one was Red Like I said he had problems of angry but in the beginning of the movie he exaggerate so much he get angry for stupid reasons that make him explode or at least putting faces of angry but you can see a evolution of this character thus problems are solved Other things was the sex jokes I don t have any problem with this kind of jokes actually I do them every day but for being a children s film I think they are so obvious and exaggerated they don t use word games or things that a simple mind don t understand but not it s very obvious and understandable for anyone but if you don t have a problem with it like me so we re okay The film is 3D animated I m a huge fan of this I really love it therefore not Pixar is my favorite studio and I feel that this movie did the job I busied It made me laugh and it will be interesting watch a sequel actually in some part I laugh so hard thing I was expecting because I liked the trailer but not in this level especially one character that when he shows up I knew in the beginning that I m going to laugh or just smile On the other hand the animation was very well done the trees are incredible the characters everything was right and the artistic design was curious I personally like it it s very well done and it s beautiful to watch especially the water jeez the water is amazing The sound stuff I don t want to go deeper because I don t know much about it but at least the voice acting it feels right I feel that every voice was good and give more personality to the characters with the others sounds like sound effects and that things was good too nothing special but the sufficient for not complain about it Okay I think I said everything and we re done I was thinking that this movie will be very bad and in the first minutes was it but in the half and the end it get better this deserve a recommendation you should watch it with your family alone or with friends for my it s a good movie to watch enjoy it,6
13 May 2020,"This Is How You Do A ""Franchise"" Movie",When I think of any franchise movie I cringe Movies based on games or other properties that are only made to cash in on a name and sell more product While this isn t always a bad thing when done well lately it seems that is the ONLY formula needed for making a movie based on some franchise the Emoji Movie is a prime example It was a literal waste of time and was nothing more than a two hour advertisement to sell social media I like many others took one look at the trailer and thought who the hell wants to see an Angry Birds movie Well as I was perusing our local pawn shop s movie collection someone else must have had that same notion because among the blurays was an unopened copy for only 4 I figured for that price if it was terrible I would only be out 4 I was pleasantly surprised however Scratch that I probably would have paid full price to own this I actually had no idea that this came from Sony had I known that I probably would have at least given it more of a chance The problem is that Sony is very VERY hit or miss with their animation studio After all this is the same company that killed Popeye and gave us the Emoji Movie Granted studios like Pixar has some good and not so good movies though they re all enjoyable to watch but Sony seems to get one right and then completely fail the next Strangely enough Angry Birds was the one they got right You don t get quite the same heartfelt connection with the characters that you do with a Pixar movie but it s still there and it gets you invested and interested to know more about the characters and how the bad things affect them and their world It makes the movie much more enjoyable when it s there to tell a story not lecture you about how bad you are or try to sell you something you really don t need All of the characters are enjoyable their personalities are all based on who they are in the game but it s not pushed to the point that it gets old and often times makes for some fun humor Oh I should talk about the humor I was very surprised at a lot of the subtle adult humor they worked in While not a prude myself I wondered just who the target audience was to watch this Yes parents may often watch a movie with their kids and a lot of the jokes would probably go over their heads anyway but it really made me wonder That being said I had absolutely no problem with the humor and I believe that if they had not gone that direction the movie would have been an absolute bore Yes a lot of the bird and pig puns are tongue in cheek and cringey but it was all done in a way that you can forgive the writers for even thinking of such terrible jokes You ve laughed at terrible jokes before don t kid yourself Even if you hated the game and you don t like franchise movies at least give this one a chance you might find yourself having a good time,9
12 June 2016,not a good or entertaining movie at all,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,2
12 February 2017,A great easy watch,Movies can be put into 2 categories thought provoking and easy watching Angry Birds The Movie definitely falls in the latter category and there is nothing wrong with that The colour slapstick laughs and cute fuzzy looking characters will appeal to the younger audiences but there are plenty of hidden gems in there for us adults too The hero of the story Red Jason Sudkis isn t as multi dimensional as the special effects but he carries the playful story The graphics are impressive and the story is as good as it can be based on the premise of a mobile app game one I confess to getting stuck on level 16 of the original But lets be honest you aren t going to be watching a movie about a war of flightless birds and green pigs for its twisting narrative An easy watch for the family and great for a Sunday morning although you will never look at crystal clear water the same again,8
22 August 2017,Hilarious and Clever,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,10
20 May 2022,A great accomplishment for a game with no storyline or script,To understand my 8 rating you must first and foremost look at this from a game perspective As an adult I m willing to admit that I m guilty of downloading and playing the original game in my spare time The game had no real storyline no character development and no explanation as to what was really going on and why this world existed as it did The creators of this film had the tremendous task of not only bringing a 2D game into the world of 3D cinema they had to create names relationships and a backstory with enough depth that you stay invested till the end Surprisingly they managed to accomplish all of this and to a degree that I enjoyed it better than some other computer generated films that had far more to work with Bringing the characters to life was very well done and you could tell they really thought out the relationship between each of the birds in the game The story not only made sense it really complimented and respected the gameplay which is a task that many other game based movies have failed miserably to do It s a non stop ride of jokes some modern some traditional Some child like some adult Although overdone it allows you to watch it again and again and pick up on things you may have missed previous times Considering what the creators of this film had to work with this was a great success,8
22 May 2016,Lame,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,3
14 August 2018,Fun and Enjoyable,The movie keeps you entertained with its humour and will be enjoyable for kids,8
12 June 2016,NOT for kids!,I took my 10 year old little brother to see this movie in theaters and we walked out an hour into it There is MAJOR innuendo sexual jokes and references and some serious moral issues within this movie Most of this passed over the head of my little brother but I can t BELIEVE this movie is rated PG There were multiple sexual jokes made throughout the movie that weren t just borderline they were crude and explicit The characters actions were also extremely suggestive with one demonstrating the Downward Facing Dog on screen of a kids movie Also each of the characters are dealing with some form of anger management problems and the movie encourages that All in all I was appalled with the amount of sexual innuendo and explicit content of this movie I would suggest NOT taking your children to go see it,1
20 May 2016,Satisfying but alas not more.,Angry Birds is the animated adaption of the same titled mobile game Whenever a screen adaptation of any sort is due I m always fairly agog actually Of course there is much more content in books or video games to effectively adapt from than in mobile phone games which is why I ve been somewhat skeptical at the beginning How do you create a substantial movie experience out of a one dimensional game but also remain faithful to it s source material By all means Angry Birds managed to do that in my opinion Angry Birds introduces all the birds known to us charmingly extended with characteristics matching the particular bird Main bird is Red a who would have thought red bird with striking black bushy eyebrows and an aggression problem Along with other angry birds Red attends a support group to help him with his short temper On top of that the birds are being visited by pigs who much to the dismay of Red want to settle down on their beloved island Since all residents seem to be blinded by their generosity it s up to Red and his friends Bomber and Chuck to chase the pigs off of their island Of course it s not that simple Especially if you are a bird that can t fly Angry Birds is charming but sadly not charming enough to cope over the things that I disliked It s humorous without doubt and offers some smart puns but overall it simply tries too hard in order to be completely mesmerizing The actual game is neatly and in my opinion successfully built into the movie Despite that the story however limps in some places But not to be to negative I would say that Sony can be proud of their game adaptation Satisfying movies based on games are unfortunately too rare Angry Birds offers primarily entertainment and humor for children which may be dull for adults despite one or another good joke Plainly simple amusement with no deeper meaning The kid in my theater loved it,
7 August 2017,Birds can't fly,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,4
15 April 2022,The Angry Birds Movie,Having never played the app game it was going to be interesting to see whether The Angry Birds Movie was going to make something interesting out of it and how it was going to be succeed The Angry Birds Movie is not perfect but this reviewer was really surprised at how much she enjoyed it There are better animated films out there and there were better released this year i e Zootropolis aka Zootopia in some places but also far worse on both counts From the two animated films seen recently at the cinema The Angry Birds Movie is the superior film of the two The other was Ratchet Clank which is not as bad as critics made out personal opinion of course and could have been much worse considering video game adaptations dubious track record but also had too many flaws to be considered a good film Getting the flaws out of the way the story in The Angry Birds Movie is somewhat flimsy and has a tendency to be thin on the ground with a couple of unnecessary parts and parts that don t really go anywhere It does occasionally feel rushed too and while the film entertains hugely a vast majority of the time there are a couple of gags that misfire This is especially true with the quite tasteless awkwardly placed and too overlong urination gag that was also really quite out of place However the animation in The Angry Birds Movie is great The colours are sumptuous and brightly vibrant the characters are well modelled and never look stiff or ugly and there are some very colourful and meticulously detailed backgrounds There are also some very imaginative visuals in the action sequences The music never makes the mistake of being stylistically jarring or over bearing and has a lot of infectious personality and energetic verve While not hilarious as such and unashamedly but endearingly silly the script has some very funny moments is tonally balanced with very little that s inappropriate or distasteful is solidly balanced without being disjointed or muddled and there are some clever and witty lines The action sequences are beautifully animated and thrilling the message is a great one gives the film a surprisingly emotional core without being over sentimental or preachy and the climax is quite the knockout and the highlight of the film The Angry Birds Movie s colourful characters carry the film beautifully with a protagonist that is easy to relate to and Mighty Eagle despite being a marmite character is great fun The villains do pose a reasonable threat though are not particularly interesting The voice acting including actors who you wouldn t expect to work as well as they did in voice acting is excellent with the best contribution coming from Peter Dinklage All in all surprisingly very entertaining and much better than it had a right to see considering what it was based on 7 10 Bethany Cox,3
13 February 2017,The Angry Birds Movie Review,Me and my mom really enjoy the movie and it s very funny as we play Angry Birds game ourselves and its kinda almost exactly like the game as Terence breaks the slingshot hopefully he knows how to use it in the next sequel Can t wait to see the next sequel and I have full of ideas but it s difficult for me to show them my ideas for the movie I hope I can see Silver in the next movie and how she deflected to the birds and was raised by pigs Will Red finally get a love interest I will think Silver can be voiced by a comedian as she has a very funny sense of humor Hope there will be improvements for the film series and make it more addicting like the games Maybe Red should have a love triangle I m crazy about love,8
